Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
5/03/2023,1811782706,8914.57,378.64,75.73,0,8426.4,NA,NA,NA,organic,BuffaloRochester
5/03/2023,1542943899,17767.51,131.65,1726.63,22.08,14438.95,NA,NA,NA,organic,Charlotte
5/03/2023,1283765176,61682.77,709.68,4771.99,0,29605.09,NA,NA,NA,organic,Chicago
5/03/2023,1763202206,15078.54,44.06,2393.88,0,3241.35,NA,NA,NA,organic,CincinnatiDayton
5/03/2023,1812224644,10929.49,368.52,910.99,0,3095.96,NA,NA,NA,organic,Columbus
5/03/2023,1222215263,44359.13,4559.36,265.66,0,25525.12,NA,NA,NA,organic,DallasFtWorth
5/03/2023,1105633894,98817.91,35680.56,804.45,0,12297.73,NA,NA,NA,organic,Denver
5/03/2023,1642354577,16047.93,311.27,1774.72,0,6336.04,NA,NA,NA,organic,Detroit
5/03/2023,1364307158,5580.47,31.28,980.44,0,4568.75,NA,NA,NA,organic,GrandRapids
5/03/2023,1426017575,14647.93,163.89,511.85,0,13960.02,NA,NA,NA,organic,HarrisburgScranton
5/03/2023,1577983073,22667.28,346.28,4740.46,0,17533.07,NA,NA,NA,organic,HartfordSpringfield
5/03/2023,1085511296,21283.62,4498.51,14.31,0,10416.55,NA,NA,NA,organic,Houston
5/03/2023,1563199784,9593.59,71.33,669.1,0,4346.62,NA,NA,NA,organic,Indianapolis
5/03/2023,1291423453,9776.89,546.94,146.92,0,4416.64,NA,NA,NA,organic,Jacksonville
5/03/2023,1176402912,14916.03,2387.12,187.38,0,7127.01,NA,NA,NA,organic,LasVegas
5/03/2023,1686370159,118072.23,10002.38,884.8,0,58781.34,NA,NA,NA,organic,LosAngeles
5/03/2023,1544953512,7658.38,1.05,696.09,0,834.88,NA,NA,NA,organic,Louisville
5/03/2023,1229627357,39578.03,355.97,0,0,9575.58,NA,NA,NA,organic,MiamiFtLauderdale
5/03/2023,1567127162,16559.93,59.24,1372.96,0,4694.68,NA,NA,NA,organic,Nashville
5/03/2023,1683039578,15256.08,284.59,289.46,0,12698.44,NA,NA,NA,organic,NorthernNewEngland
5/03/2023,1108496423,6235.86,189.54,2.28,0,2707.52,NA,NA,NA,organic,NewOrleans
5/03/2023,162406938,99359.35,4180.99,2491.51,0,83175.62,NA,NA,NA,organic,NewYork
5/03/2023,1150001775,31656.81,395.26,0,0,10798.29,NA,NA,NA,organic,Orlando
5/03/2023,1528578803,4120.61,20.93,204.11,0,3003.25,NA,NA,NA,organic,PeoriaSpringfield
5/03/2023,1654952042,25069.98,1175.53,1274.07,0,18756.88,NA,NA,NA,organic,Philadelphia
5/03/2023,1172613523,30084.74,3590.5,477.33,0,11040.88,NA,NA,NA,organic,PhoenixTucson
5/03/2023,1581301919,7556.93,642.71,4.09,0,6032.54,NA,NA,NA,organic,Pittsburgh
5/03/2023,1972513495,48312.18,6.71,7022.8,64.41,4866.75,NA,NA,NA,organic,Portland
5/03/2023,1317443503,6137.05,20.63,11.21,0,6105.21,NA,NA,NA,organic,Providence
5/03/2023,152776868,26305.01,674.64,1972.83,17.03,22251.03,NA,NA,NA,organic,RaleighGreensboro
5/03/2023,1339499642,22748.69,1.89,1339.25,0,16903.14,NA,NA,NA,organic,RichmondNorfolk
5/03/2023,1605772825,9641.11,5.14,767.86,0,4943.94,NA,NA,NA,organic,Roanoke
5/03/2023,112660444,38794.71,3117.63,1461.38,0,31330.74,NA,NA,NA,organic,Sacramento
5/03/2023,2039615389,20193.05,2050.37,347.09,0,6831.96,NA,NA,NA,organic,SanDiego
5/03/2023,1734662426,59587.66,4943.65,1885.28,0,38999.55,NA,NA,NA,organic,SanFrancisco
5/03/2023,2496548189,84266.88,540.69,9177.56,15.78,6903.75,NA,NA,NA,organic,Seattle
5/03/2023,1499302122,23214.65,1235.97,2008.34,10.52,15696.97,NA,NA,NA,organic,SouthCarolina
5/03/2023,1940679921,5904.43,60.14,990.53,0,1476.3,NA,NA,NA,organic,Spokane
5/03/2023,184938373,7925.34,1181.72,549.03,0,4386.38,NA,NA,NA,organic,StLouis
5/03/2023,1616995798,3821.3,93.21,55.45,0,3613.31,NA,NA,NA,organic,Syracuse
5/03/2023,1096989595,28484.04,323.51,0,0,10328.11,NA,NA,NA,organic,Tampa
5/03/2023,1639366464,5080.04,14.1,470.33,0,2114.55,NA,NA,NA,organic,Toledo
5/03/2023,1284795722,45578.7,816.78,165.66,0,25895.29,NA,NA,NA,organic,WestTexNewMexico
5/03/2023,1399723447,2943.84,322.01,9.55,0,1626.45,NA,NA,NA,organic,Wichita
5/03/2023,1577091033,309047.86,26687.51,6458.14,0,185925.26,NA,NA,NA,organic,California
5/03/2023,1458486914,192350.92,3448.85,16764.12,0,95312.33,NA,NA,NA,organic,GreatLakes
5/03/2023,15184588,232641.92,2200.15,17036.61,44.62,158218.72,NA,NA,NA,organic,Midsouth
5/03/2023,1594727868,263779.42,8292.19,12706.04,0,224779.02,NA,NA,NA,organic,Northeast
5/03/2023,132360145,75360.41,7667.18,9859.65,0,53258.25,NA,NA,NA,organic,Plains
5/03/2023,1195810519,159021.21,14057.18,2524.87,0,102904.01,NA,NA,NA,organic,SouthCentral
5/03/2023,1171595313,268086.75,4092.09,8659.85,10.93,133451.1,NA,NA,NA,organic,Southeast
5/03/2023,1524664708,478525.04,71226.89,25574.45,81.73,119592.07,NA,NA,NA,organic,West
5/03/2023,1453111793,1978813.52,137672.05,99583.73,137.28,1073440.76,NA,NA,NA,organic,TotalUS
12/03/2023,1055288294,131667.45,23869.82,70989.01,7.12,28061.58,NA,NA,NA,conventional,Albany
12/03/2023,0.928780389,811591.09,314026.48,37848.47,130.54,206917.16,NA,NA,NA,conventional,Atlanta
12/03/2023,1078479073,1071588.33,281791.11,277816.79,1221.48,413341.67,NA,NA,NA,conventional,BaltimoreWashington
12/03/2023,0.887338416,369101.85,172482.1,5329.48,76.54,106166.62,NA,NA,NA,conventional,BirminghamMontgomery
12/03/2023,0.90652166,127657.83,29035.28,6197.38,99.55,21130.22,NA,NA,NA,conventional,Boise
12/03/2023,1276597641,628594.36,44156.09,308167.37,66.24,217000.72,NA,NA,NA,conventional,Boston
12/03/2023,1041949599,193666.77,23378.44,51771.58,1895.33,107643.68,NA,NA,NA,conventional,BuffaloRochester
12/03/2023,1008822002,390137.77,134809.51,50724.13,623.09,158302.64,NA,NA,NA,conventional,Charlotte
12/03/2023,1243546723,877532.77,119584.99,102024.82,54422.62,281431.72,NA,NA,NA,conventional,Chicago
12/03/2023,1143202191,304568.13,45499.57,47480.14,15705.16,51171.12,NA,NA,NA,conventional,CincinnatiDayton
12/03/2023,1016127749,257882.37,51884.05,23337.98,12631.97,54254.03,NA,NA,NA,conventional,Columbus
12/03/2023,0.794390548,1402774.79,373574.45,114555.21,5851.12,469482.57,NA,NA,NA,conventional,DallasFtWorth
12/03/2023,1032234087,1055599.89,177551.29,117542.57,7496.12,271983.76,NA,NA,NA,conventional,Denver
12/03/2023,1054902808,516821.84,87186.26,62772.4,81465.48,102400.35,NA,NA,NA,conventional,Detroit
12/03/2023,1302642694,216694.26,22392.31,61730.12,71263.2,36765.77,NA,NA,NA,conventional,GrandRapids
12/03/2023,1035018048,431632.95,151146.02,105906.02,17868.44,142254.31,NA,NA,NA,conventional,HarrisburgScranton
12/03/2023,1316654999,336165.89,16339.34,231473.01,134.56,79255.29,NA,NA,NA,conventional,HartfordSpringfield
12/03/2023,0.800838883,998745.77,264198.23,138049.51,847.39,279339.09,NA,NA,NA,conventional,Houston
12/03/2023,0.968053996,282545.35,51733.82,42835.85,18508.37,61112.62,NA,NA,NA,conventional,Indianapolis
12/03/2023,1020183518,235763.84,112383.37,3717.6,63.88,67080.43,NA,NA,NA,conventional,Jacksonville
12/03/2023,0.895389619,454227.81,68403.88,28493.85,1186.06,143235.12,NA,NA,NA,conventional,LasVegas
12/03/2023,1142443747,3099179.06,577116.49,20247.91,74141.74,744638.66,NA,NA,NA,conventional,LosAngeles
12/03/2023,0.93360615,147679.93,22910.73,8804.55,4268.91,44567.03,NA,NA,NA,conventional,Louisville
12/03/2023,1024532723,1105217.13,590481.69,12404.07,93.43,315798.06,NA,NA,NA,conventional,MiamiFtLauderdale
12/03/2023,0.885435316,317870.6,90292.73,9691.61,9.37,108321.59,NA,NA,NA,conventional,Nashville
12/03/2023,1069730025,512115.5,133451.77,210826.91,26.46,128661.18,NA,NA,NA,conventional,NorthernNewEngland
12/03/2023,0.765885412,348234.43,120877.02,2194.21,404.4,151129.61,NA,NA,NA,conventional,NewOrleans
12/03/2023,1253212448,1852794.99,129939.85,1016696.03,568.74,612197.71,NA,NA,NA,conventional,NewYork
12/03/2023,0.961350489,631962,304575.12,5757.32,85.99,238811.89,NA,NA,NA,conventional,Orlando
12/03/2023,0.906224643,139053.29,36622.51,8386.7,11713.42,40601.18,NA,NA,NA,conventional,PeoriaSpringfield
12/03/2023,1049195199,624378.83,139062.32,194433.3,14109.85,227179.46,NA,NA,NA,conventional,Philadelphia
12/03/2023,0.798897952,1433277.23,341809.26,121920.36,3789.65,229632.93,NA,NA,NA,conventional,PhoenixTucson
12/03/2023,1074170443,142641.42,46712.1,14603.79,57.02,52963.06,NA,NA,NA,conventional,Pittsburgh
12/03/2023,1152962693,604715.71,99746.16,45803.38,6979.86,120440.02,NA,NA,NA,conventional,Portland
12/03/2023,1335829661,89306.18,4118.89,48020.72,22.64,28646.59,NA,NA,NA,conventional,Providence
12/03/2023,0.985638306,471315.99,158288.18,65340.35,565.2,193497.6,NA,NA,NA,conventional,RaleighGreensboro
12/03/2023,1002526774,347221.87,90737.66,70841.74,155.93,115731.52,NA,NA,NA,conventional,RichmondNorfolk
12/03/2023,1015756668,204395.14,54478.29,26400.93,691.02,60874.91,NA,NA,NA,conventional,Roanoke
12/03/2023,1270341288,417395.96,92882.75,111950.1,320.8,85680.89,NA,NA,NA,conventional,Sacramento
12/03/2023,1164966549,545598.93,122861.64,7491.96,12257.22,134898.1,NA,NA,NA,conventional,SanDiego
12/03/2023,1062290242,857487.62,166080.37,174796.58,839.76,107957.84,NA,NA,NA,conventional,SanFrancisco
12/03/2023,1426176219,474149.01,70341.76,43349.51,4318.8,81576.2,NA,NA,NA,conventional,Seattle
12/03/2023,0.977939371,590042.39,226763.6,49693.63,254.01,186378.2,NA,NA,NA,conventional,SouthCarolina
12/03/2023,1178720867,73656.47,15681.99,7109.22,4.73,14878.16,NA,NA,NA,conventional,Spokane
12/03/2023,0.806335297,236783.86,88426.9,4274.96,0,71447.92,NA,NA,NA,conventional,StLouis
12/03/2023,1012936476,89296.12,11280.44,33220.1,423.88,37479.24,NA,NA,NA,conventional,Syracuse
12/03/2023,0.961021476,673404.19,338818.85,4498.92,50.92,223107.12,NA,NA,NA,conventional,Tampa
12/03/2023,0.978618542,148667.66,27598.92,25199.4,16571.29,26890.72,NA,NA,NA,conventional,Toledo
12/03/2023,0.777224743,997963.79,228110.06,65082.65,2383.88,379927.05,NA,NA,NA,conventional,WestTexNewMexico
12/03/2023,0.814657671,131528.93,33605.07,9209.35,74.06,36003.59,NA,NA,NA,conventional,Wichita
12/03/2023,1144011509,6209320.31,1299924.23,531587.91,96700.95,1301782.96,NA,NA,NA,conventional,California
12/03/2023,1081152018,4319714.44,757203.74,648923.33,445206.92,992413.11,NA,NA,NA,conventional,GreatLakes
12/03/2023,0.991300926,4361418.23,1281149.23,679720,15034.03,1535784.47,NA,NA,NA,conventional,Midsouth
12/03/2023,1171023261,5477322.67,782134.73,2498986.66,37327.85,1801001.53,NA,NA,NA,conventional,Northeast
12/03/2023,0.89385823,2250471.86,772841.09,443064.65,8038.83,646040.59,NA,NA,NA,conventional,Plains
12/03/2023,0.784492718,5488081.98,1749361.18,463590.73,31502.64,1908507.91,NA,NA,NA,conventional,SouthCentral
12/03/2023,0.958184156,5979531.56,2769926.65,153030.23,1337.8,1796817.08,NA,NA,NA,conventional,Southeast
12/03/2023,0.972830792,7215810.36,1457312.17,632070.38,33590.35,1603391.23,NA,NA,NA,conventional,West
12/03/2023,1006680086,41301671.41,10869853.02,6050973.89,668739.38,11585738.88,NA,NA,NA,conventional,TotalUS
12/03/2023,1668824368,3090.37,18.41,269.39,0,2611.64,NA,NA,NA,organic,Albany
12/03/2023,1535475639,29753.5,46.51,3189.35,0,10822.56,NA,NA,NA,organic,Atlanta
12/03/2023,1664126854,54693.29,391.48,2950.77,13.79,43636.46,NA,NA,NA,organic,BaltimoreWashington
12/03/2023,1230139907,13504.08,95.28,190.99,0,9952.97,NA,NA,NA,organic,BirminghamMontgomery
12/03/2023,1569477276,6001.34,23.84,573.33,0,2184,NA,NA,NA,organic,Boise
12/03/2023,1553847105,38925.09,47.58,1584.46,0,36524.53,NA,NA,NA,organic,Boston
12/03/2023,1641744825,12236.89,447.76,57.92,1.11,11699.73,NA,NA,NA,organic,BuffaloRochester
12/03/2023,1435414528,18772.34,100.86,1701.7,17.66,15471.31,NA,NA,NA,organic,Charlotte
12/03/2023,1370895391,40368.74,446.06,2636.8,0,22008.3,NA,NA,NA,organic,Chicago
12/03/2023,1697897265,14987.63,17.85,2045.04,0,4520.31,NA,NA,NA,organic,CincinnatiDayton
12/03/2023,1765455002,10034.31,419.25,736.62,0,3586.1,NA,NA,NA,organic,Columbus
12/03/2023,1064861919,49356.9,4580.09,329.82,0,34062.69,NA,NA,NA,organic,DallasFtWorth
12/03/2023,1232207207,38523.15,6207.67,2756.25,0,11149.69,NA,NA,NA,organic,Denver
12/03/2023,160457919,13496.95,294.83,1438.04,0,5924.95,NA,NA,NA,organic,Detroit
12/03/2023,1428791367,5163.93,28.91,588.96,0,4546.07,NA,NA,NA,organic,GrandRapids
12/03/2023,1385286053,16273.09,154.14,527.93,0,15578.86,NA,NA,NA,organic,HarrisburgScranton
12/03/2023,1741314131,19918.94,475.47,4927.02,0,14429.16,NA,NA,NA,organic,HartfordSpringfield
12/03/2023,1059484431,23325.58,4900.51,14.32,0,13411.1,NA,NA,NA,organic,Houston
12/03/2023,1505267178,9153.57,60.07,622.95,0,4519.02,NA,NA,NA,organic,Indianapolis
12/03/2023,1453546803,7450.85,85.17,153.37,0,4901.87,NA,NA,NA,organic,Jacksonville
12/03/2023,1210782771,15854.97,3260.37,295.26,0,7879.86,NA,NA,NA,organic,LasVegas
12/03/2023,1591223497,119956.97,14894.78,855.03,0,65019.14,NA,NA,NA,organic,LosAngeles
12/03/2023,172959154,7257.85,5.26,725.26,0,1085.68,NA,NA,NA,organic,Louisville
12/03/2023,1250686918,42207.04,323.01,0,0,15614.58,NA,NA,NA,organic,MiamiFtLauderdale
12/03/2023,1718494508,18967.89,105.01,1387.21,0,5763.75,NA,NA,NA,organic,Nashville
12/03/2023,1683390967,15213.92,52.7,216.2,0,12469.99,NA,NA,NA,organic,NorthernNewEngland
12/03/2023,1189326884,8179.4,142.96,29.65,0,4023.36,NA,NA,NA,organic,NewOrleans
12/03/2023,1647286998,100933.17,4954.03,2900.84,1.56,83254,NA,NA,NA,organic,NewYork
12/03/2023,1225393608,23274.87,357.48,0,0,8384.78,NA,NA,NA,organic,Orlando
12/03/2023,1475685055,3786.56,15.28,219.62,0,2769.54,NA,NA,NA,organic,PeoriaSpringfield
12/03/2023,1609821339,28062.6,1263.44,1190.13,0,21784.43,NA,NA,NA,organic,Philadelphia
12/03/2023,1227723571,30163.33,1833.46,784.38,0,11339.08,NA,NA,NA,organic,PhoenixTucson
12/03/2023,1544722189,8151,636.77,8.24,0,6401.94,NA,NA,NA,organic,Pittsburgh
12/03/2023,2031331935,30152.83,20.2,4453.91,0,5352.9,NA,NA,NA,organic,Portland
12/03/2023,1510121314,5047.67,21.01,6.85,0,5019.81,NA,NA,NA,organic,Providence
12/03/2023,1412773327,28312.33,794.42,1808.74,38.3,24512.05,NA,NA,NA,organic,RaleighGreensboro
12/03/2023,1352461895,21846.54,0,968.76,1.07,16976.22,NA,NA,NA,organic,RichmondNorfolk
12/03/2023,1521143834,10270.91,3.46,825.56,0,5780.79,NA,NA,NA,organic,Roanoke
12/03/2023,1042153637,44634.55,3477.29,1201.28,0,37552.97,NA,NA,NA,organic,Sacramento
12/03/2023,189186352,20822.45,2362.89,370.95,0,7913.98,NA,NA,NA,organic,SanDiego
12/03/2023,1589949651,69631.35,8556.59,2332.67,0,45027.06,NA,NA,NA,organic,SanFrancisco
12/03/2023,2595935662,67781.1,574.74,6707.99,12.41,7646.63,NA,NA,NA,organic,Seattle
12/03/2023,1459472808,25190.08,1055.16,1819.56,2.34,18715.17,NA,NA,NA,organic,SouthCarolina
12/03/2023,1743845523,3924.33,85.55,429.46,0,1723.05,NA,NA,NA,organic,Spokane
12/03/2023,2051719251,6461.45,935.67,495.19,0,3037.39,NA,NA,NA,organic,StLouis
12/03/2023,1555834508,4246.91,88.5,121.54,0,3978.6,NA,NA,NA,organic,Syracuse
12/03/2023,1247260295,19040.36,217.23,0,0,7197.75,NA,NA,NA,organic,Tampa
12/03/2023,1565124298,5108.61,12.82,421.88,0,2514.97,NA,NA,NA,organic,Toledo
12/03/2023,0.693846941,61535.76,885.46,170.03,0,55116.36,NA,NA,NA,organic,WestTexNewMexico
12/03/2023,1357750083,2406.01,277.1,10.62,0,1345.05,NA,NA,NA,organic,Wichita
12/03/2023,1465758377,336519.6,37223.94,6669.9,0,214340.87,NA,NA,NA,organic,California
12/03/2023,1369375704,183306.66,3000.39,12114.19,0,107193.36,NA,NA,NA,organic,GreatLakes
12/03/2023,1514985569,240076.56,2094.12,16189.75,87.79,170235.51,NA,NA,NA,organic,Midsouth
12/03/2023,1612642722,272661.31,9102.15,13024.05,3.7,231285.27,NA,NA,NA,organic,Northeast
12/03/2023,0.999238636,111997.9,7055.45,7911.6,0,92604.38,NA,NA,NA,organic,Plains
12/03/2023,0.994615329,199673.37,19577.2,3455.74,0,151606.86,NA,NA,NA,organic,SouthCentral
12/03/2023,133582502,216127.6,2609.97,7384.27,2.37,107607.81,NA,NA,NA,organic,Southeast
12/03/2023,1558550257,339061.17,21580.73,22102.44,46.9,128804.47,NA,NA,NA,organic,West
12/03/2023,1408507539,1899424.19,102243.94,88851.93,140.76,1203678.52,NA,NA,NA,organic,TotalUS
19/03/2023,1058516601,130822.76,26327.26,71059.26,5.96,26069.96,NA,NA,NA,conventional,Albany
19/03/2023,0.913122742,851512.98,329963.12,47956.51,180.48,231950.26,NA,NA,NA,conventional,Atlanta
19/03/2023,1210103117,977092.13,218446.53,243890.62,1729.09,380450.46,NA,NA,NA,conventional,BaltimoreWashington
19/03/2023,0.907742228,355629.44,166713.92,4907.02,73.2,116814.62,NA,NA,NA,conventional,BirminghamMontgomery
19/03/2023,0.94094988,117136.48,22466.1,9038.01,100.88,26892.18,NA,NA,NA,conventional,Boise
19/03/2023,135718296,601907.66,44105.27,314134.24,72.25,173493.23,NA,NA,NA,conventional,Boston
19/03/2023,1047010205,186084.84,22379.15,54671.34,1794.18,100395.72,NA,NA,NA,conventional,BuffaloRochester
19/03/2023,1095387122,371171.33,129380.46,48907.03,681.61,145513.99,NA,NA,NA,conventional,Charlotte
19/03/2023,0.707424421,1753083.98,122471.93,96170.8,54173.53,1134447.7,NA,NA,NA,conventional,Chicago
19/03/2023,1052882573,328335.79,50615.32,63176.31,11027.63,51518.24,NA,NA,NA,conventional,CincinnatiDayton
19/03/2023,0.925324917,272748.05,56542.13,23330.14,10001.86,50304.1,NA,NA,NA,conventional,Columbus
19/03/2023,0.702042063,1619764.41,359233.72,135480.75,6071.31,635808.73,NA,NA,NA,conventional,DallasFtWorth
19/03/2023,0.935342246,1063736.5,189525.55,109236.87,2752.25,267645.06,NA,NA,NA,conventional,Denver
19/03/2023,0.974373063,531205.85,94434.96,54828.64,61107.45,98276.98,NA,NA,NA,conventional,Detroit
19/03/2023,1325052159,201005.2,20746.38,52162.86,64139.08,41611.72,NA,NA,NA,conventional,GrandRapids
19/03/2023,1105094368,401616.81,140112.1,100085.55,15833.39,137081.02,NA,NA,NA,conventional,HarrisburgScranton
19/03/2023,1336876783,319257.83,14126.42,215991.18,35.01,81205.49,NA,NA,NA,conventional,HartfordSpringfield
19/03/2023,0.738643042,1059242.95,251824.97,169967.7,989.1,319999.48,NA,NA,NA,conventional,Houston
19/03/2023,0.885202353,291271.89,55935.84,33717.97,14843.85,64042.37,NA,NA,NA,conventional,Indianapolis
19/03/2023,1042432936,240943.55,123408.92,3551.58,42.43,68255.76,NA,NA,NA,conventional,Jacksonville
19/03/2023,0.848818902,478169.87,83081.83,15633.36,5197.85,146931.37,NA,NA,NA,conventional,LasVegas
19/03/2023,1048382655,3086128.84,520628.05,19632.75,65944.81,729229.2,NA,NA,NA,conventional,LosAngeles
19/03/2023,0.899354928,152715.11,21552.19,10405.46,3506.33,41839.56,NA,NA,NA,conventional,Louisville
19/03/2023,1036207665,1076541.45,586755.87,11394.54,120.07,307101.03,NA,NA,NA,conventional,MiamiFtLauderdale
19/03/2023,0.882138849,328359.31,96625.99,11897.25,14.19,103802.53,NA,NA,NA,conventional,Nashville
19/03/2023,1117913807,467929.85,122969.8,195344.94,20.12,106243.57,NA,NA,NA,conventional,NorthernNewEngland
19/03/2023,0.755714645,340430.5,114792.52,1835.95,303.57,161285.66,NA,NA,NA,conventional,NewOrleans
19/03/2023,1291944876,1766042.34,110551.28,891379.69,763.39,648968.33,NA,NA,NA,conventional,NewYork
19/03/2023,0.984801419,641590.12,309839.42,5614.6,57.92,227968.6,NA,NA,NA,conventional,Orlando
19/03/2023,0.839975559,143457.81,37597.36,6885.55,9776.14,43064.04,NA,NA,NA,conventional,PeoriaSpringfield
19/03/2023,1089046535,609606.52,130337.17,174145.22,12075.59,219531,NA,NA,NA,conventional,Philadelphia
19/03/2023,0.702344306,1508136.94,430064.96,86086.49,3417.77,237561.46,NA,NA,NA,conventional,PhoenixTucson
19/03/2023,1074724577,139097.66,45280.69,16467.11,79.63,52755.79,NA,NA,NA,conventional,Pittsburgh
19/03/2023,0.989793019,693786.01,88301.91,70919.34,7409.19,185488.69,NA,NA,NA,conventional,Portland
19/03/2023,1437429243,80986.15,3726.48,47192.3,20.26,19797.38,NA,NA,NA,conventional,Providence
19/03/2023,1058196867,447913.97,150613.49,61414.9,528.18,180010.24,NA,NA,NA,conventional,RaleighGreensboro
19/03/2023,1021303493,328413.93,84485.19,68817.62,320.38,100713.59,NA,NA,NA,conventional,RichmondNorfolk
19/03/2023,0.973198193,204626.03,53856.88,29276.34,485.55,55686.78,NA,NA,NA,conventional,Roanoke
19/03/2023,1332674929,427182.56,84504.88,158894.46,268.12,90937.31,NA,NA,NA,conventional,Sacramento
19/03/2023,1002756654,548242.23,99873.13,7397.57,10655.85,127854.29,NA,NA,NA,conventional,SanDiego
19/03/2023,1384363223,733426.49,138268.91,224370.76,1097.31,118944.76,NA,NA,NA,conventional,SanFrancisco
19/03/2023,1181068737,602262.44,77483.73,62156.65,9726.49,84085.52,NA,NA,NA,conventional,Seattle
19/03/2023,1005594228,561419.9,208290.21,45217.01,301.58,188966.77,NA,NA,NA,conventional,SouthCarolina
19/03/2023,100156154,87465.81,16259.19,8768.55,8.57,16315.25,NA,NA,NA,conventional,Spokane
19/03/2023,0.822225931,222290.42,76996.57,3998.69,3.78,71125.18,NA,NA,NA,conventional,StLouis
19/03/2023,1028517551,87827.12,12353.05,32883.92,370.61,36236.64,NA,NA,NA,conventional,Syracuse
19/03/2023,0.978506918,689316.44,352102.89,4969.85,38.01,209421.42,NA,NA,NA,conventional,Tampa
19/03/2023,0.910597444,149500.41,30141.84,22221.3,13096.61,27171.37,NA,NA,NA,conventional,Toledo
19/03/2023,0.773810284,994063.33,229430.45,59207.54,2199.33,394962.74,NA,NA,NA,conventional,WestTexNewMexico
19/03/2023,0.69287112,137508.37,39805.85,4185.84,109.26,33892.33,NA,NA,NA,conventional,Wichita
19/03/2023,1130945245,6043604.01,1113753.48,720426.09,86427.59,1306982.22,NA,NA,NA,conventional,California
19/03/2023,0.883770686,5288909.26,782275.37,619684.58,374662.88,1893282.86,NA,NA,NA,conventional,GreatLakes
19/03/2023,1032589412,4238640.73,1199572.23,646944.04,13363.74,1442734.74,NA,NA,NA,conventional,Midsouth
19/03/2023,121414507,5214063.31,729302.72,2315171.03,33065.12,1736837.26,NA,NA,NA,conventional,Northeast
19/03/2023,0.868749885,2096223.87,763464.09,296846.17,5607.21,637394.62,NA,NA,NA,conventional,Plains
19/03/2023,0.741629131,5863501.89,1706455.19,521216.05,36685.58,2213450.2,NA,NA,NA,conventional,SouthCentral
19/03/2023,0.968574346,5943213.49,2782842.72,158956.92,1418.77,1809855.52,NA,NA,NA,conventional,Southeast
19/03/2023,0.882891008,7646584.63,1574769.09,594953,36624.95,1753759.95,NA,NA,NA,conventional,West
19/03/2023,0.965962111,42334741.2,10652434.88,5874197.86,587855.83,12794297.36,NA,NA,NA,conventional,TotalUS
19/03/2023,1563511052,2613.06,7.35,310.08,0,2075.61,NA,NA,NA,organic,Albany
19/03/2023,1482096429,27888.9,41.93,2291.16,0,12986.81,NA,NA,NA,organic,Atlanta
19/03/2023,1568945124,48824.79,340.43,2597.79,20.68,40404.23,NA,NA,NA,organic,BaltimoreWashington
19/03/2023,1313168615,12847.76,1187.15,267.79,0,10695.37,NA,NA,NA,organic,BirminghamMontgomery
19/03/2023,1406207654,6094.84,1.19,502.6,0,2696.4,NA,NA,NA,organic,Boise
19/03/2023,1523091639,36476.24,93.77,1389.28,0,34293.91,NA,NA,NA,organic,Boston
19/03/2023,1650384692,12516.77,533.66,56.82,1.11,11891.53,NA,NA,NA,organic,BuffaloRochester
19/03/2023,1445005531,19248.48,170.68,1809.64,38.57,15692.79,NA,NA,NA,organic,Charlotte
19/03/2023,1494170553,45161.73,869.69,5718.17,0,13332.71,NA,NA,NA,organic,Chicago
19/03/2023,1638701095,10976.33,53.34,1816.79,0,3770.8,NA,NA,NA,organic,CincinnatiDayton
19/03/2023,0.977572294,27445.2,352.16,562.07,0,3566.8,NA,NA,NA,organic,Columbus
19/03/2023,1135396784,43478.59,4412.45,421.52,0,27725.69,NA,NA,NA,organic,DallasFtWorth
19/03/2023,1226094459,35923.4,3430.78,458.2,0,13446.96,NA,NA,NA,organic,Denver
19/03/2023,1525795825,12230.15,297.23,1601.8,0,5504.92,NA,NA,NA,organic,Detroit
19/03/2023,144932853,4788.81,15.58,564.24,0,4208.99,NA,NA,NA,organic,GrandRapids
19/03/2023,1351081806,16314.66,271.58,599.22,0,15430.37,NA,NA,NA,organic,HarrisburgScranton
19/03/2023,1695897565,18261.77,591.39,4198.08,0,13444.23,NA,NA,NA,organic,HartfordSpringfield
19/03/2023,0.989220613,22252.28,3072.94,40.62,0,13727.8,NA,NA,NA,organic,Houston
19/03/2023,0.970147565,19426.78,63.43,476.3,0,3967.17,NA,NA,NA,organic,Indianapolis
19/03/2023,1412471249,8961.56,59.49,214.21,0,7858.89,NA,NA,NA,organic,Jacksonville
19/03/2023,1097222312,18694.99,1692.05,346.25,0,10876.29,NA,NA,NA,organic,LasVegas
19/03/2023,1617642328,118272.34,7681.74,800.57,2.77,61629.21,NA,NA,NA,organic,LosAngeles
19/03/2023,1636634126,6397.32,2.84,510.41,0,1063.93,NA,NA,NA,organic,Louisville
19/03/2023,1232149025,48119.85,334.84,0,0,13761.04,NA,NA,NA,organic,MiamiFtLauderdale
19/03/2023,1576613564,20394.17,192.65,1471.95,0,5953.11,NA,NA,NA,organic,Nashville
19/03/2023,1571919942,15414.67,58.06,157.98,0,13277.16,NA,NA,NA,organic,NorthernNewEngland
19/03/2023,1245684581,4599.21,199.94,38.67,0,3979.01,NA,NA,NA,organic,NewOrleans
